Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price,From,To,Time_from,Time_to,Day_offset
American Airlines,2023-12-26,4h 24m,nonstop,8:01 am – 11:25 am,Main Cabin,$374,JFK,DFW,8:01 am,11:25 am,
Delta,2023-12-26,4h 31m,nonstop,10:05 am – 1:36 pm,Main Cabin,$379,LGA,DFW,10:05 am,1:36 pm,
American Airlines,2023-12-26,4h 16m,nonstop,9:01 am – 12:17 pm,Main Cabin,$378,EWR,DFW,9:01 am,12:17 pm,
American Airlines,2023-12-26,4h 14m,nonstop,2:31 pm – 5:45 pm,Main Cabin,$374,JFK,DFW,2:31 pm,5:45 pm,
American Airlines,2023-12-26,4h 14m,nonstop,4:21 pm – 7:35 pm,Main Cabin,$374,JFK,DFW,4:21 pm,7:35 pm,
Delta,2023-12-26,4h 29m,nonstop,6:15 pm – 9:44 pm,Main Cabin,$389,JFK,DFW,6:15 pm,9:44 pm,
Delta,2023-12-26,4h 27m,nonstop,8:25 am – 11:52 am,Main Cabin,$389,JFK,DFW,8:25 am,11:52 am,
Spirit Airlines,2023-12-27,4h 12m,nonstop,1:50 pm – 5:02 pm,Economy,$173,EWR,DFW,1:50 pm,5:02 pm,
Spirit Airlines,2023-12-27,4h 12m,nonstop,1:50 pm – 5:02 pm,Economy,$169,EWR,DFW,1:50 pm,5:02 pm,
Spirit Airlines,2023-12-27,9h 21m,1 stop,3:44 pm – 12:05 am+1,Economy,$154,EWR,DFW,3:44 pm,12:05 am,+1
Spirit Airlines,2023-12-27,4h 12m,nonstop,12:59 pm – 4:11 pm,Economy,$194,LGA,DFW,12:59 pm,4:11 pm,
Frontier,2023-12-27,4h 13m,nonstop,10:50 pm – 2:03 am+1,Economy,$229,LGA,DFW,10:50 pm,2:03 am,+1
Delta,2023-12-27,4h 21m,nonstop,8:25 am – 11:46 am,Main Cabin,$339,LGA,DFW,8:25 am,11:46 am,
United Airlines,2023-12-27,4h 13m,nonstop,8:30 pm – 11:43 pm,Economy,$341,EWR,DFW,8:30 pm,11:43 pm,
American Airlines,2023-12-27,4h 24m,nonstop,8:01 am – 11:25 am,Main Cabin,$374,JFK,DFW,8:01 am,11:25 am,
United Airlines,2023-12-27,4h 15m,nonstop,7:57 am – 11:12 am,Economy,$375,EWR,DFW,7:57 am,11:12 am,
American Airlines,2023-12-27,4h 16m,nonstop,9:01 am – 12:17 pm,Main Cabin,$378,EWR,DFW,9:01 am,12:17 pm,
American Airlines,2023-12-27,4h 14m,nonstop,6:01 am – 9:15 am,Main Cabin,$378,EWR,DFW,6:01 am,9:15 am,
American Airlines,2023-12-27,4h 12m,nonstop,12:43 pm – 3:55 pm,Main Cabin,$378,EWR,DFW,12:43 pm,3:55 pm,
United Airlines,2023-12-27,4h 08m,nonstop,2:15 pm – 5:23 pm,Economy,$375,EWR,DFW,2:15 pm,5:23 pm,
Delta,2023-12-27,4h 25m,nonstop,7:25 pm – 10:50 pm,Main Cabin,$419,LGA,DFW,7:25 pm,10:50 pm,
Delta,2023-12-27,4h 27m,nonstop,8:25 am – 11:52 am,Main Cabin,$419,JFK,DFW,8:25 am,11:52 am,
Delta,2023-12-27,4h 29m,nonstop,6:15 pm – 9:44 pm,Main Cabin,$419,JFK,DFW,6:15 pm,9:44 pm,
Spirit Airlines,2023-12-28,4h 12m,nonstop,1:50 pm – 5:02 pm,Economy,$115,EWR,DFW,1:50 pm,5:02 pm,
Delta,2023-12-28,4h 25m,nonstop,7:25 pm – 10:50 pm,Basic Economy,$119,LGA,DFW,7:25 pm,10:50 pm,
Spirit Airlines,2023-12-28,4h 12m,nonstop,12:59 pm – 4:11 pm,Economy,$154,LGA,DFW,12:59 pm,4:11 pm,
Frontier,2023-12-28,4h 13m,nonstop,11:01 pm – 2:14 am+1,Economy,$141,LGA,DFW,11:01 pm,2:14 am,+1
American Airlines,2023-12-28,4h 24m,nonstop,8:01 am – 11:25 am,Main Cabin,$269,JFK,DFW,8:01 am,11:25 am,
American Airlines,2023-12-28,4h 12m,nonstop,12:43 pm – 3:55 pm,Main Cabin,$289,EWR,DFW,12:43 pm,3:55 pm,
Delta,2023-12-28,4h 27m,nonstop,8:25 am – 11:52 am,Main Cabin,$279,JFK,DFW,8:25 am,11:52 am,
United Airlines,2023-12-28,4h 13m,nonstop,8:30 pm – 11:43 pm,Economy,$296,EWR,DFW,8:30 pm,11:43 pm,
American Airlines,2023-12-28,4h 14m,nonstop,6:01 am – 9:15 am,Main Cabin,$289,EWR,DFW,6:01 am,9:15 am,
American Airlines,2023-12-28,4h 16m,nonstop,9:01 am – 12:17 pm,Main Cabin,$289,EWR,DFW,9:01 am,12:17 pm,
United Airlines,2023-12-28,4h 15m,nonstop,7:57 am – 11:12 am,Economy,$296,EWR,DFW,7:57 am,11:12 am,
Delta,2023-12-28,4h 21m,nonstop,8:25 am – 11:46 am,Main Cabin,$319,LGA,DFW,8:25 am,11:46 am,
Spirit Airlines,2023-12-28,7h 32m,1 stop,4:38 pm – 11:10 pm,Economy,$154,EWR,DFW,4:38 pm,11:10 pm,
Delta,2023-12-28,4h 31m,nonstop,10:05 am – 1:36 pm,Main Cabin,$319,LGA,DFW,10:05 am,1:36 pm,
Delta,2023-12-28,4h 29m,nonstop,6:15 pm – 9:44 pm,Main Cabin,$329,JFK,DFW,6:15 pm,9:44 pm,
Spirit Airlines,2023-12-29,4h 12m,nonstop,12:59 pm – 4:11 pm,Economy,$128,LGA,DFW,12:59 pm,4:11 pm,
Spirit Airlines,2023-12-29,4h 12m,nonstop,12:59 pm – 4:11 pm,Economy,$124,LGA,DFW,12:59 pm,4:11 pm,
Spirit Airlines,2023-12-29,4h 11m,nonstop,11:26 am – 2:37 pm,Economy,$147,EWR,DFW,11:26 am,2:37 pm,
Frontier,2023-12-29,4h 13m,nonstop,10:50 pm – 2:03 am+1,Economy,$150,LGA,DFW,10:50 pm,2:03 am,+1
Delta,2023-12-29,4h 23m,nonstop,1:15 pm – 4:38 pm,Basic Economy,$219,LGA,DFW,1:15 pm,4:38 pm,
American Airlines,2023-12-29,4h 14m,nonstop,6:01 am – 9:15 am,Basic Economy,$209,EWR,DFW,6:01 am,9:15 am,
Delta,2023-12-29,4h 31m,nonstop,10:05 am – 1:36 pm,Main Cabin,$259,LGA,DFW,10:05 am,1:36 pm,
Delta,2023-12-29,4h 25m,nonstop,7:25 pm – 10:50 pm,Main Cabin,$259,LGA,DFW,7:25 pm,10:50 pm,
Delta,2023-12-29,4h 21m,nonstop,8:25 am – 11:46 am,Main Cabin,$259,LGA,DFW,8:25 am,11:46 am,
American Airlines,2023-12-29,4h 24m,nonstop,8:01 am – 11:25 am,Main Cabin,$269,JFK,DFW,8:01 am,11:25 am,
Delta,2023-12-29,4h 27m,nonstop,8:25 am – 11:52 am,Main Cabin,$279,JFK,DFW,8:25 am,11:52 am,
American Airlines,2023-12-29,4h 22m,nonstop,5:37 pm – 8:59 pm,Main Cabin,$289,EWR,DFW,5:37 pm,8:59 pm,
American Airlines,2023-12-29,4h 16m,nonstop,9:01 am – 12:17 pm,Main Cabin,$289,EWR,DFW,9:01 am,12:17 pm,
American Airlines,2023-12-29,4h 16m,nonstop,5:59 am – 9:15 am,Main Cabin,$311,LGA,DFW,5:59 am,9:15 am,
Delta,2023-12-29,4h 29m,nonstop,6:15 pm – 9:44 pm,Main Cabin,$329,JFK,DFW,6:15 pm,9:44 pm,
American Airlines,2023-12-29,4h 14m,nonstop,4:21 pm – 7:35 pm,Main Cabin,$374,JFK,DFW,4:21 pm,7:35 pm,
Spirit Airlines,2023-12-30,4h 12m,nonstop,1:10 pm – 4:22 pm,Economy,$115,EWR,DFW,1:10 pm,4:22 pm,
"Spirit Airlines, Frontier",2023-12-30,11h 33m,1 stop,10:10 pm – 8:43 am+1,Economy,$102,EWR,DFW,10:10 pm,8:43 am,+1
Spirit Airlines,2023-12-30,4h 12m,nonstop,12:59 pm – 4:11 pm,Economy,$124,LGA,DFW,12:59 pm,4:11 pm,
Frontier,2023-12-30,4h 13m,nonstop,10:50 pm – 2:03 am+1,Economy,$118,LGA,DFW,10:50 pm,2:03 am,+1
Spirit Airlines,2023-12-30,7h 37m,1 stop,10:03 am – 4:40 pm,Economy,$113,EWR,DFW,10:03 am,4:40 pm,
Delta,2023-12-30,4h 25m,nonstop,7:25 pm – 10:50 pm,Main Cabin,$259,LGA,DFW,7:25 pm,10:50 pm,
American Airlines,2023-12-30,4h 14m,nonstop,4:21 pm – 7:35 pm,Main Cabin,$269,JFK,DFW,4:21 pm,7:35 pm,
Spirit Airlines,2023-12-30,9h 01m,1 stop,3:09 pm – 11:10 pm,Economy,$113,EWR,DFW,3:09 pm,11:10 pm,
American Airlines,2023-12-30,4h 24m,nonstop,8:01 am – 11:25 am,Main Cabin,$269,JFK,DFW,8:01 am,11:25 am,
American Airlines,2023-12-30,4h 14m,nonstop,6:01 am – 9:15 am,Main Cabin,$275,EWR,DFW,6:01 am,9:15 am,
Delta,2023-12-30,4h 29m,nonstop,6:15 pm – 9:44 pm,Main Cabin,$279,JFK,DFW,6:15 pm,9:44 pm,
Spirit Airlines,2023-12-30,8h 49m,1 stop,10:59 am – 6:48 pm,Economy,$130,LGA,DFW,10:59 am,6:48 pm,
Delta,2023-12-30,4h 27m,nonstop,8:25 am – 11:52 am,Main Cabin,$279,JFK,DFW,8:25 am,11:52 am,
United Airlines,2023-12-30,4h 13m,nonstop,8:30 pm – 11:43 pm,Economy,$296,EWR,DFW,8:30 pm,11:43 pm,
Spirit Airlines,2023-12-30,9h 45m,1 stop,10:03 am – 6:48 pm,Economy,$113,EWR,DFW,10:03 am,6:48 pm,
United Airlines,2023-12-30,4h 15m,nonstop,7:50 am – 11:05 am,Economy,$296,EWR,DFW,7:50 am,11:05 am,
Alaska Airlines,2023-12-01,5h 40m,nonstop,7:40 am – 4:20 pm,Saver,$194,SFO,BOS,7:40 am,4:20 pm,
Delta,2023-12-01,5h 50m,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$169,SFO,BOS,10:40 pm,7:30 am,+1
"Frontier, Spirit Airlines",2023-12-01,29h 39m,1 stop,10:23 pm – 7:02 am+2,Economy,$104,SFO,BOS,10:23 pm,7:02 am,
Delta,2023-12-01,5h 43m,nonstop,1:15 pm – 9:58 pm,Basic Economy,$169,SFO,BOS,1:15 pm,9:58 pm,
United Airlines,2023-12-01,5h 36m,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$169,SFO,BOS,8:25 pm,5:01 am,+1
United Airlines,2023-12-01,5h 36m,nonstop,2:00 pm – 10:36 pm,Basic Economy,$169,SFO,BOS,2:00 pm,10:36 pm,
United Airlines,2023-12-01,5h 36m,nonstop,8:30 am – 5:06 pm,Basic Economy,$169,SFO,BOS,8:30 am,5:06 pm,
United Airlines,2023-12-01,5h 35m,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169,SFO,BOS,11:25 pm,8:00 am,+1
JetBlue,2023-12-01,5h 34m,nonstop,12:22 pm – 8:56 pm,Blue Basic,$169,SFO,BOS,12:22 pm,8:56 pm,
JetBlue,2023-12-01,5h 32m,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$169,SFO,BOS,11:55 pm,8:27 am,+1
JetBlue,2023-12-01,5h 31m,nonstop,1:45 pm – 10:16 pm,Blue Basic,$169,SFO,BOS,1:45 pm,10:16 pm,
Alaska Airlines,2023-12-01,5h 40m,nonstop,7:40 am – 4:20 pm,Saver,$194,SFO,BOS,7:40 am,4:20 pm,
JetBlue,2023-12-01,5h 38m,nonstop,11:20 am – 7:58 pm,Blue Basic,$194,SFO,BOS,11:20 am,7:58 pm,
United Airlines,2023-12-01,5h 36m,nonstop,11:10 am – 7:46 pm,Basic Economy,$221,SFO,BOS,11:10 am,7:46 pm,
American Airlines,2023-12-01,5h 40m,nonstop,7:40 am – 4:20 pm,Main Cabin,$239,SFO,BOS,7:40 am,4:20 pm,
United Airlines,2023-12-01,7h 20m,1 stop,8:25 am – 6:45 pm,Basic Economy,$179,SFO,BOS,8:25 am,6:45 pm,
United Airlines,2023-12-01,7h 27m,1 stop,11:40 pm – 10:07 am+1,Basic Economy,$179,SFO,BOS,11:40 pm,10:07 am,+1
Alaska Airlines,2023-12-02,24h 40m,2 stops,2:10 pm – 5:50 pm+1,Saver,$269,SFO,BOS,2:10 pm,5:50 pm,+1
Delta,2023-12-02,5h 50m,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$169,SFO,BOS,10:40 pm,7:30 am,+1
"Frontier, Spirit Airlines",2023-12-02,19h 02m,2 stops,9:00 am – 7:02 am+1,Economy,$125,SFO,BOS,9:00 am,7:02 am,+1
Delta,2023-12-02,5h 43m,nonstop,1:15 pm – 9:58 pm,Basic Economy,$169,SFO,BOS,1:15 pm,9:58 pm,
United Airlines,2023-12-02,5h 36m,nonstop,2:00 pm – 10:36 pm,Basic Economy,$169,SFO,BOS,2:00 pm,10:36 pm,
United Airlines,2023-12-02,5h 36m,nonstop,11:10 am – 7:46 pm,Basic Economy,$169,SFO,BOS,11:10 am,7:46 pm,
United Airlines,2023-12-02,5h 36m,nonstop,8:30 am – 5:06 pm,Basic Economy,$169,SFO,BOS,8:30 am,5:06 pm,
United Airlines,2023-12-02,5h 35m,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169,SFO,BOS,11:25 pm,8:00 am,+1
JetBlue,2023-12-02,5h 34m,nonstop,12:22 pm – 8:56 pm,Blue Basic,$169,SFO,BOS,12:22 pm,8:56 pm,
JetBlue,2023-12-02,5h 34m,nonstop,7:00 am – 3:34 pm,Blue Basic,$169,SFO,BOS,7:00 am,3:34 pm,
American Airlines,2023-12-02,7h 40m,1 stop,11:44 am – 10:24 pm,Basic Economy,$179,SFO,BOS,11:44 am,10:24 pm,
American Airlines,2023-12-02,7h 28m,1 stop,6:25 am – 4:53 pm,Basic Economy,$179,SFO,BOS,6:25 am,4:53 pm,
United Airlines,2023-12-02,7h 31m,1 stop,11:59 pm – 10:30 am+1,Basic Economy,$179,SFO,BOS,11:59 pm,10:30 am,+1
United Airlines,2023-12-02,7h 42m,1 stop,1:00 pm – 11:42 pm,Basic Economy,$179,SFO,BOS,1:00 pm,11:42 pm,
American Airlines,2023-12-02,7h 33m,1 stop,11:50 pm – 10:23 am+1,Basic Economy,$179,SFO,BOS,11:50 pm,10:23 am,+1
United Airlines,2023-12-02,7h 50m,1 stop,6:30 am – 5:20 pm,Basic Economy,$174,SFO,BOS,6:30 am,5:20 pm,
American Airlines,2023-12-02,7h 57m,1 stop,12:52 pm – 11:49 pm,Basic Economy,$179,SFO,BOS,12:52 pm,11:49 pm,
Alaska Airlines,2023-12-03,5h 40m,nonstop,7:40 am – 4:20 pm,Saver,$169,SFO,BOS,7:40 am,4:20 pm,
Delta,2023-12-03,5h 50m,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$169,SFO,BOS,10:40 pm,7:30 am,+1
"Frontier, Spirit Airlines",2023-12-03,29h 27m,1 stop,10:23 pm – 6:50 am+2,Economy,$97,SFO,BOS,10:23 pm,6:50 am,
Delta,2023-12-03,5h 43m,nonstop,1:15 pm – 9:58 pm,Basic Economy,$169,SFO,BOS,1:15 pm,9:58 pm,
Alaska Airlines,2023-12-03,5h 40m,nonstop,7:40 am – 4:20 pm,Saver,$169,SFO,BOS,7:40 am,4:20 pm,
United Airlines,2023-12-03,5h 36m,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$169,SFO,BOS,8:25 pm,5:01 am,+1
United Airlines,2023-12-03,5h 36m,nonstop,2:00 pm – 10:36 pm,Basic Economy,$169,SFO,BOS,2:00 pm,10:36 pm,
JetBlue,2023-12-03,5h 34m,nonstop,12:22 pm – 8:56 pm,Blue Basic,$169,SFO,BOS,12:22 pm,8:56 pm,
United Airlines,2023-12-03,5h 36m,nonstop,8:30 am – 5:06 pm,Basic Economy,$169,SFO,BOS,8:30 am,5:06 pm,
United Airlines,2023-12-03,5h 35m,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169,SFO,BOS,11:25 pm,8:00 am,+1
United Airlines,2023-12-03,5h 36m,nonstop,11:10 am – 7:46 pm,Basic Economy,$169,SFO,BOS,11:10 am,7:46 pm,
JetBlue,2023-12-03,5h 32m,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$169,SFO,BOS,11:55 pm,8:27 am,+1
JetBlue,2023-12-03,5h 31m,nonstop,1:45 pm – 10:16 pm,Blue Basic,$169,SFO,BOS,1:45 pm,10:16 pm,
JetBlue,2023-12-03,5h 38m,nonstop,11:20 am – 7:58 pm,Blue Basic,$194,SFO,BOS,11:20 am,7:58 pm,
American Airlines,2023-12-03,5h 40m,nonstop,7:40 am – 4:20 pm,Main Cabin,$214,SFO,BOS,7:40 am,4:20 pm,
United Airlines,2023-12-03,7h 42m,1 stop,11:40 pm – 10:22 am+1,Basic Economy,$179,SFO,BOS,11:40 pm,10:22 am,+1
American Airlines,2023-12-03,7h 33m,1 stop,11:50 pm – 10:23 am+1,Basic Economy,$189,SFO,BOS,11:50 pm,10:23 am,+1
JetBlue,2023-12-04,5h 31m,nonstop,1:45 pm – 10:16 pm,Blue Basic,$169,SFO,BOS,1:45 pm,10:16 pm,
"Frontier, Spirit Airlines",2023-12-04,29h 27m,1 stop,10:23 pm – 6:50 am+2,Economy,$97,SFO,BOS,10:23 pm,6:50 am,
United Airlines,2023-12-04,5h 36m,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$169,SFO,BOS,8:25 pm,5:01 am,+1
JetBlue,2023-12-04,5h 34m,nonstop,12:22 pm – 8:56 pm,Blue Basic,$169,SFO,BOS,12:22 pm,8:56 pm,
United Airlines,2023-12-04,5h 36m,nonstop,2:00 pm – 10:36 pm,Basic Economy,$169,SFO,BOS,2:00 pm,10:36 pm,
JetBlue,2023-12-04,5h 38m,nonstop,11:20 am – 7:58 pm,Blue Basic,$169,SFO,BOS,11:20 am,7:58 pm,
Alaska Airlines,2023-12-04,5h 40m,nonstop,7:40 am – 4:20 pm,Saver,$169,SFO,BOS,7:40 am,4:20 pm,
Delta,2023-12-04,5h 43m,nonstop,1:15 pm – 9:58 pm,Basic Economy,$169,SFO,BOS,1:15 pm,9:58 pm,
American Airlines,2023-12-04,7h 28m,1 stop,6:25 am – 4:53 pm,Basic Economy,$179,SFO,BOS,6:25 am,4:53 pm,
American Airlines,2023-12-04,7h 40m,1 stop,11:44 am – 10:24 pm,Basic Economy,$179,SFO,BOS,11:44 am,10:24 pm,
American Airlines,2023-12-04,7h 42m,1 stop,6:05 am – 4:47 pm,Basic Economy,$179,SFO,BOS,6:05 am,4:47 pm,
American Airlines,2023-12-04,5h 40m,nonstop,7:40 am – 4:20 pm,Main Cabin,$214,SFO,BOS,7:40 am,4:20 pm,
American Airlines,2023-12-04,7h 57m,1 stop,1:32 pm – 12:29 am+1,Basic Economy,$177,SFO,BOS,1:32 pm,12:29 am,+1
American Airlines,2023-12-04,7h 57m,1 stop,6:50 pm – 5:47 am+1,Basic Economy,$179,SFO,BOS,6:50 pm,5:47 am,+1
JetBlue,2023-12-04,5h 32m,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$169,SFO,BOS,11:55 pm,8:27 am,+1
United Airlines,2023-12-04,5h 35m,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169,SFO,BOS,11:25 pm,8:00 am,+1
JetBlue,2023-12-05,5h 31m,nonstop,1:45 pm – 10:16 pm,Blue Basic,$112,SFO,BOS,1:45 pm,10:16 pm,
JetBlue,2023-12-05,5h 34m,nonstop,12:22 pm – 8:56 pm,Blue Basic,$112,SFO,BOS,12:22 pm,8:56 pm,
United Airlines,2023-12-05,5h 36m,nonstop,2:00 pm – 10:36 pm,Basic Economy,$112,SFO,BOS,2:00 pm,10:36 pm,
United Airlines,2023-12-05,5h 36m,nonstop,11:10 am – 7:46 pm,Basic Economy,$112,SFO,BOS,11:10 am,7:46 pm,
JetBlue,2023-12-05,5h 38m,nonstop,11:20 am – 7:58 pm,Blue Basic,$112,SFO,BOS,11:20 am,7:58 pm,
Alaska Airlines,2023-12-05,5h 40m,nonstop,7:40 am – 4:20 pm,Saver,$112,SFO,BOS,7:40 am,4:20 pm,
Delta,2023-12-05,5h 43m,nonstop,1:15 pm – 9:58 pm,Basic Economy,$112,SFO,BOS,1:15 pm,9:58 pm,
United Airlines,2023-12-05,5h 36m,nonstop,8:30 am – 5:06 pm,Basic Economy,$150,SFO,BOS,8:30 am,5:06 pm,
American Airlines,2023-12-05,7h 32m,1 stop,7:00 am – 5:32 pm,Basic Economy,$120,SFO,BOS,7:00 am,5:32 pm,
United Airlines,2023-12-05,7h 52m,1 stop,6:30 am – 5:22 pm,Basic Economy,$117,SFO,BOS,6:30 am,5:22 pm,
American Airlines,2023-12-05,7h 46m,1 stop,1:00 pm – 11:46 pm,Basic Economy,$122,SFO,BOS,1:00 pm,11:46 pm,
United Airlines,2023-12-05,7h 49m,1 stop,1:10 pm – 11:59 pm,Basic Economy,$122,SFO,BOS,1:10 pm,11:59 pm,
American Airlines,2023-12-05,5h 40m,nonstop,7:40 am – 4:20 pm,Main Cabin,$157,SFO,BOS,7:40 am,4:20 pm,
JetBlue,2023-12-05,5h 32m,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$112,SFO,BOS,11:55 pm,8:27 am,+1
American Airlines,2023-12-05,7h 53m,1 stop,12:43 pm – 11:36 pm,Basic Economy,$122,SFO,BOS,12:43 pm,11:36 pm,
JetBlue,2023-12-06,5h 31m,nonstop,1:45 pm – 10:16 pm,Blue Basic,$112,SFO,BOS,1:45 pm,10:16 pm,
JetBlue,2023-12-06,5h 34m,nonstop,12:22 pm – 8:56 pm,Blue Basic,$112,SFO,BOS,12:22 pm,8:56 pm,
Alaska Airlines,2023-12-01,5h 40m,nonstop,7:40 am – 4:20 pm,Saver,$194,SFO,BOS,7:40 am,4:20 pm,
Delta,2023-12-01,5h 50m,nonstop,10:40 pm – 7:30 am+1,Basic Economy,$169,SFO,BOS,10:40 pm,7:30 am,+1
"Frontier, Spirit Airlines",2023-12-01,29h 39m,1 stop,10:23 pm – 7:02 am+2,Economy,$104,SFO,BOS,10:23 pm,7:02 am,
Delta,2023-12-01,5h 43m,nonstop,1:15 pm – 9:58 pm,Basic Economy,$169,SFO,BOS,1:15 pm,9:58 pm,
United Airlines,2023-12-01,5h 36m,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$169,SFO,BOS,8:25 pm,5:01 am,+1
United Airlines,2023-12-01,5h 36m,nonstop,2:00 pm – 10:36 pm,Basic Economy,$169,SFO,BOS,2:00 pm,10:36 pm,
United Airlines,2023-12-01,5h 36m,nonstop,8:30 am – 5:06 pm,Basic Economy,$169,SFO,BOS,8:30 am,5:06 pm,
United Airlines,2023-12-01,5h 35m,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169,SFO,BOS,11:25 pm,8:00 am,+1
JetBlue,2023-12-01,5h 34m,nonstop,12:22 pm – 8:56 pm,Blue Basic,$169,SFO,BOS,12:22 pm,8:56 pm,
JetBlue,2023-12-01,5h 32m,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$169,SFO,BOS,11:55 pm,8:27 am,+1
JetBlue,2023-12-01,5h 31m,nonstop,1:45 pm – 10:16 pm,Blue Basic,$169,SFO,BOS,1:45 pm,10:16 pm,
Alaska Airlines,2023-12-01,5h 40m,nonstop,7:40 am – 4:20 pm,Saver,$194,SFO,BOS,7:40 am,4:20 pm,
JetBlue,2023-12-01,5h 38m,nonstop,11:20 am – 7:58 pm,Blue Basic,$194,SFO,BOS,11:20 am,7:58 pm,
